Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify search functionality handles empty query,Medium,User is on the checkout page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-08-08T19:05:30Z,2024-02-25T11:53:04Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the currency conversion page,Enter invalid product ID and verify appropriate message is displayed.,2021-09-30T22:12:31Z,2023-01-01T01:01:36Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify registration with invalid data,Low,User is on the checkout page,View product reviews and verify they are displayed correctly.,2022-04-02T16:52:16Z,2024-01-14T01:00:27Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Low,User is on the product search page,View product reviews and verify they are displayed correctly.,2021-08-14T14:32:51Z,2024-05-20T09:13:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify login with valid credentials,High,User has items in the shopping cart,Enter valid data and verify successful registration.,2021-08-24T19:55:53Z,2023-04-24T20:22:44Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the currency conversion page,Enter valid username and password and verify successful login.,2021-08-04T04:17:18Z,2024-07-18T11:00:31Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify user can remove product from cart,Medium,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-01-22T06:46:08Z,2023-08-10T19:37:34Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the checkout page,Enter invalid data and verify error message.,2022-05-16T20:27:46Z,2023-02-03T10:03:14Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product reviews are sorted by date,High,User has items in the shopping cart,Leave search query empty and verify appropriate message is displayed.,2022-12-26T23:40:14Z,2023-01-24T22:58:41Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User is on the checkout page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-11-28T20:56:08Z,2024-05-05T14:03:01Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can apply discount code,High,User is on the login page,View product details and verify all information is displayed correctly.,2022-06-16T13:19:03Z,2023-07-06T19:36:56Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2021-09-14T00:30:21Z,2024-02-11T06:30:48Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify product reviews are sorted by date,High,User is on the checkout page,Enter invalid product ID and verify appropriate message is displayed.,2021-12-02T12:10:45Z,2023-03-17T16:22:23Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,High,User is on the login page,Enter invalid username and password and verify error message.,2022-07-25T14:31:32Z,2024-03-21T12:31:58Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify user can add product to cart,High,User is on the product search page,Enter valid data and verify successful registration.,2021-08-28T00:50:15Z,2024-06-30T22:16:54Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify product price is displayed correctly,Low,User is on the product search page,Check if product reviews are sorted by date in descending order.,2022-01-10T03:14:32Z,2023-09-11T11:46:34Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Low,User is on the currency conversion page,Enter valid data and verify successful registration.,2022-05-09T10:22:46Z,2023-03-08T18:03:04Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the checkout page,View product details and verify all information is displayed correctly.,2021-04-05T09:30:13Z,2023-11-20T20:19:45Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can apply discount code,High,User is on the login page,Attempt to add product to cart and verify success message is displayed.,2022-03-03T07:30:32Z,2024-02-09T21:57:36Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can proceed to checkout,High,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2022-04-19T09:20:01Z,2024-03-23T05:21:04Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2021-10-25T03:13:02Z,2024-01-12T22:32:27Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Low,User is on the product search page,Enter search query and verify correct products are displayed.,2022-12-30T04:06:45Z,2023-11-27T05:58:06Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User is on the registration page,Attempt to remove product from cart and verify success message is displayed.,2022-12-09T11:27:41Z,2024-01-23T17:22:00Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify registration with valid data,Medium,User is on the currency conversion page,Check if product reviews are sorted by date in descending order.,2022-03-28T16:35:37Z,2023-10-02T19:38:44Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify registration with valid data,Low,User is on the product search page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-02-09T10:02:26Z,2023-11-10T23:38:12Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Medium,User is on the product search page,View product details and verify all information is displayed correctly.,2022-03-04T05:55:46Z,2024-05-22T00:05:21Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Low,User is on the currency conversion page,Attempt to remove product from cart and verify success message is displayed.,2022-11-05T02:35:47Z,2024-07-24T14:47:12Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the registration page,Enter EUR amount and verify accurate conversion to USD.,2021-05-26T01:33:38Z,2024-01-16T13:35:56Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Medium,User has items in the shopping cart,Attempt to remove product from cart and verify success message is displayed.,2022-05-19T13:11:41Z,2024-02-19T13:48:43Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with valid data,Low,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2021-11-25T00:26:17Z,2023-11-02T02:03:18Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Medium,User has items in the shopping cart,Enter invalid data and verify error message.,2021-10-31T08:34:34Z,2023-10-10T20:47:53Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the login page,Attempt to remove product from cart and verify success message is displayed.,2021-09-12T15:26:50Z,2023-09-04T03:42:58Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the login page,Attempt to remove product from cart and verify success message is displayed.,2022-10-05T01:22:05Z,2023-07-23T02:00:17Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify login with invalid credentials,Low,User is on the currency conversion page,Enter USD amount and verify accurate conversion to EUR.,2021-08-09T04:41:21Z,2023-06-04T16:55:57Z,666017adf902b,66601d7f32c5408430429d19
Verify user can complete purchase,High,User is on the checkout page,Enter valid username and password and verify successful login.,2022-10-24T02:26:39Z,2023-12-04T10:00:28Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify product availability status is accurate,Medium,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2022-12-20T18:58:22Z,2024-04-18T08:52:42Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify registration with invalid data,Low,User is on the currency conversion page,Enter search query and verify correct products are displayed.,2022-01-20T05:42:08Z,2023-09-14T11:58:29Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can apply discount code,High,User is on the login page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-12-30T03:48:55Z,2024-07-10T10:44:43Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify registration with valid data,High,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2022-10-09T13:12:14Z,2023-07-05T22:22:51Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,High,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-12-27T10:31:23Z,2023-10-06T04:13:53Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify login with valid credentials,Medium,User is on the login page,Enter valid data and verify successful registration.,2022-10-31T07:03:28Z,2024-06-26T10:33:59Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify login with valid credentials,Medium,User is on the checkout page,Enter valid payment details and verify successful purchase completion.,2021-03-27T07:49:02Z,2024-02-15T20:06:50Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify product price is displayed correctly,Low,User is on the checkout page,Check if product price is displayed accurately with correct currency format.,2021-04-02T23:49:15Z,2023-09-10T01:55:00Z,666017adf902b,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User is on the product details page,Enter valid username and password and verify successful login.,2022-02-04T17:11:28Z,2024-05-08T08:41:30Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can proceed to checkout,Medium,User is on the checkout page,Check if product reviews are sorted by date in descending order.,2021-03-30T16:31:00Z,2024-01-06T23:51:57Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product price is displayed correctly,Low,User is on the product details page,Enter EUR amount and verify accurate conversion to USD.,2021-12-14T06:35:40Z,2024-04-06T04:41:16Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify user can apply discount code,Medium,User is on the login page,Check if product reviews are sorted by date in descending order.,2022-07-30T13:06:31Z,2023-06-29T16:18:45Z,666017adf902b,66601d7f32c5408430429d19
Verify product reviews are displayed correctly,High,User is on the product search page,Enter invalid username and password and verify error message.,2022-09-18T03:45:40Z,2024-06-11T05:32:18Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify product details are displayed correctly,High,User has items in the shopping cart,Enter valid payment details and verify successful purchase completion.,2021-11-27T12:41:12Z,2023-07-14T00:31:57Z,666017adf902b,66601d7f32c5408430429d1a
Verify user can add product to cart,Low,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2021-12-05T23:56:13Z,2024-03-21T17:51:18Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify login with valid credentials,High,User is on the registration page,Enter valid payment details and verify successful purchase completion.,2022-03-28T14:05:42Z,2023-03-13T22:32:14Z,666017adf902b,66601d7f32c5408430429d19
Verify user can add product to cart,Low,User is on the registration page,Check if product price is displayed accurately with correct currency format.,2022-07-18T00:18:25Z,2023-05-07T15:47:27Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
